job_id,job_role,industry,country,year,automation_risk_percent,ai_replacement_score,skill_gap_index,salary_before_usd,salary_after_usd,salary_change_percent,skill_demand_growth_percent,remote_feasibility_score,ai_adoption_level,education_requirement_level
4315,Customer Support Rep,Finance,Australia,2022,75.22,70.13,35.19,24630.2,22287.68,-9.51,-15.62,56.65,48.24,2
4316,Data Analyst,Healthcare,Japan,2021,39.45,46.01,53.36,34166.66,36419.77,6.59,11.84,70.67,56.91,3
4317,Marketing Specialist,Retail,USA,2023,42.93,58.12,75.99,53199.25,54386.0,2.23,-11.57,78.65,72.89,3
4318,Data Analyst,Technology,USA,2020,37.79,42.89,57.9,70993.47,70686.25,-0.43,23.2,95.11,58.86,3
4319,Truck Driver,Manufacturing,India,2022,77.07,87.29,27.01,4669.32,3863.45,-17.26,-20.15,11.18,28.17,1
4320,HR Manager,Healthcare,Germany,2026,17.82,22.69,45.4,62945.59,67778.74,7.68,11.39,57.71,57.0,3
4321,Marketing Specialist,Healthcare,UK,2021,54.02,54.17,64.2,52002.1,54486.1,4.78,12.52,73.07,36.44,3
4322,Software Engineer,Retail,Japan,2022,12.1,15.88,36.91,41786.29,45068.22,7.85,11.35,90.63,71.57,3
4323,Truck Driver,Manufacturing,India,2023,86.5,81.27,18.04,3172.49,2958.75,-6.74,-8.49,5.09,40.2,1
4324,Accountant,Finance,UK,2021,78.75,77.73,0.0,41396.62,39107.9,-5.53,1.18,92.7,38.36,3
4325,HR Manager,Healthcare,Germany,2025,23.34,27.06,31.24,65538.16,68025.83,3.8,11.96,49.53,56.97,3
4326,Accountant,Retail,Canada,2023,58.87,73.31,50.45,54457.19,51213.37,-5.96,0.57,72.94,55.42,3
4327,HR Manager,Finance,Brazil,2025,17.5,31.81,29.37,14204.43,14350.76,1.03,10.5,55.02,36.71,3
4328,Data Analyst,Finance,UK,2025,35.63,28.63,41.77,71941.98,70720.37,-1.7,18.94,95.93,89.42,3
4329,Truck Driver,Transportation,Germany,2024,80.82,80.69,25.29,37784.54,33773.26,-10.62,-6.02,4.51,58.85,1
4330,Truck Driver,Transportation,Singapore,2023,82.02,91.0,6.52,25206.38,24121.98,-4.3,-21.92,6.06,51.6,1
4331,HR Manager,Education,Germany,2023,29.57,39.35,15.65,62574.0,67641.01,8.1,2.28,54.27,36.5,3
4332,Teacher,Education,India,2023,8.83,9.95,38.2,6887.1,7093.21,2.99,0.1,18.66,18.77,3
4333,Marketing Specialist,Finance,UK,2021,36.18,29.8,39.97,45066.7,46404.94,2.97,5.73,72.96,42.24,3
4334,Truck Driver,Transportation,Brazil,2023,81.72,76.46,12.9,5306.34,5215.06,-1.72,-14.81,2.0,31.67,1
4335,HR Manager,Manufacturing,USA,2021,21.81,39.68,36.77,82015.63,84102.62,2.54,4.7,33.24,28.17,3
4336,Mechanical Engineer,Transportation,USA,2025,17.97,16.03,45.3,123533.06,127363.4,3.1,2.63,28.35,56.11,3
4337,Teacher,Education,Germany,2021,9.77,3.0,46.23,56822.54,60107.14,5.78,-4.91,34.76,15.33,3
4338,Software Engineer,Technology,Japan,2025,8.84,10.12,43.36,42897.88,44790.13,4.41,18.57,83.26,86.45,3
4339,Marketing Specialist,Retail,Germany,2026,50.74,63.18,41.03,54956.69,55218.91,0.48,10.67,76.44,89.45,3
4340,Mechanical Engineer,Energy,India,2020,30.35,34.91,57.18,18124.25,18802.05,3.74,17.0,25.2,20.03,3
4341,Software Engineer,Retail,Australia,2024,19.01,18.1,46.92,72236.85,82858.02,14.7,16.71,89.62,85.73,3
4342,Data Analyst,Finance,USA,2024,41.32,49.46,66.17,81395.47,83533.23,2.63,22.45,72.27,89.3,3
4343,Truck Driver,Transportation,USA,2022,84.6,80.94,19.71,61159.16,60347.75,-1.33,-22.48,7.59,46.23,1
4344,Mechanical Engineer,Energy,Australia,2023,26.81,23.24,46.36,82452.46,89726.31,8.82,5.45,24.11,44.22,3
4345,Software Engineer,Technology,Germany,2025,23.26,27.11,58.32,66986.09,77519.91,15.73,26.67,95.11,89.16,3
4346,Teacher,Healthcare,India,2023,17.33,9.33,57.78,6975.19,7180.15,2.94,-0.18,39.49,17.68,3
4347,Customer Support Rep,Technology,Brazil,2020,48.34,66.11,51.04,9073.54,9534.54,5.08,-6.44,51.67,21.48,2
4348,Teacher,Education,Australia,2024,3.0,6.61,21.81,66940.27,62850.97,-6.11,-0.96,2.0,34.01,3
4349,Marketing Specialist,Technology,Australia,2020,44.77,46.67,47.28,63413.21,57164.95,-9.85,9.01,82.96,38.47,3
4350,Accountant,Manufacturing,Japan,2020,67.53,62.82,17.68,32573.18,30302.45,-6.97,-7.25,83.56,25.17,3
4351,HR Manager,Technology,Singapore,2023,29.62,41.17,33.73,67456.34,73348.78,8.74,2.98,49.12,42.74,3
4352,Customer Support Rep,Transportation,Australia,2025,66.6,70.8,22.31,35681.34,29775.71,-16.55,-11.14,67.74,76.44,2
4353,Software Engineer,Finance,Canada,2023,18.43,25.48,51.01,69372.73,66918.58,-3.54,27.92,90.29,78.2,3
4354,Truck Driver,Transportation,USA,2025,71.84,66.38,23.27,44649.55,38775.91,-13.15,-7.39,3.11,70.97,1
4355,Marketing Specialist,Retail,Brazil,2022,30.14,63.69,38.84,12960.27,13191.68,1.79,14.97,85.89,45.87,3
4356,Truck Driver,Retail,India,2025,79.36,89.73,27.91,5291.88,4614.06,-12.81,-13.5,7.15,42.19,1
4357,Data Analyst,Finance,Germany,2022,32.46,43.96,83.01,51709.55,52184.38,0.92,37.27,86.1,62.79,3
4358,Accountant,Healthcare,USA,2026,64.76,65.94,12.98,84079.54,80279.38,-4.52,2.99,58.66,81.81,3
4359,Truck Driver,Energy,USA,2022,84.88,88.19,34.45,39905.47,35201.16,-11.79,-6.18,2.0,37.08,1
4360,Teacher,Healthcare,Brazil,2024,7.84,5.42,43.51,5094.32,5046.26,-0.94,7.33,62.81,18.77,3
4361,Mechanical Engineer,Energy,Singapore,2023,21.89,27.51,52.26,46391.94,50419.16,8.68,10.35,33.78,46.95,3
4362,Truck Driver,Transportation,Germany,2026,70.19,90.17,21.05,40664.42,38635.49,-4.99,-26.36,7.28,71.93,1
4363,Teacher,Education,Japan,2022,16.46,12.68,43.54,28409.63,27570.05,-2.96,5.74,10.24,26.05,3
4364,Marketing Specialist,Finance,Australia,2025,62.05,27.29,66.95,66087.12,71018.57,7.46,26.6,74.64,80.54,3
4365,Truck Driver,Retail,Japan,2023,89.74,79.89,22.83,31306.22,27782.13,-11.26,-19.7,5.83,46.61,1
4366,Financial Analyst,Technology,Japan,2023,44.2,70.05,69.39,41587.42,41963.87,0.91,1.12,83.67,52.12,4
4367,Accountant,Education,India,2025,80.81,78.66,34.31,7105.71,6857.69,-3.49,-12.07,58.25,50.45,3
4368,Teacher,Healthcare,Australia,2026,11.15,14.96,39.16,54693.56,54056.18,-1.17,-3.95,46.94,45.49,3
4369,HR Manager,Technology,Japan,2022,28.23,33.49,26.5,40708.91,39010.06,-4.17,4.83,60.91,28.67,3
4370,Teacher,Education,Japan,2024,16.93,11.19,82.01,34429.61,35322.7,2.59,-1.65,38.89,37.25,3
4371,Accountant,Manufacturing,India,2025,75.76,51.96,33.5,9911.02,8583.54,-13.39,-7.16,64.69,48.73,3
4372,Marketing Specialist,Retail,Japan,2020,38.61,58.94,36.38,48371.26,55067.99,13.84,2.42,75.43,39.41,3
4373,Truck Driver,Retail,India,2025,78.89,92.64,37.23,3818.18,3191.05,-16.43,-22.41,2.98,39.65,1
4374,Marketing Specialist,Finance,Australia,2021,32.62,28.65,35.22,57581.57,57257.51,-0.56,10.93,80.22,44.6,3
4375,Data Analyst,Retail,Singapore,2026,21.67,52.82,59.66,64512.34,76119.02,17.99,27.87,91.43,99.0,3
4376,Teacher,Healthcare,UK,2026,15.96,7.57,63.31,66991.23,71047.88,6.06,0.16,18.28,45.6,3
4377,Truck Driver,Manufacturing,USA,2021,77.48,76.53,27.35,55737.5,50222.49,-9.89,-4.85,6.15,34.45,1
4378,Financial Analyst,Healthcare,UK,2021,43.67,72.75,58.41,67950.9,61635.01,-9.29,-0.11,54.7,42.12,4
4379,Financial Analyst,Energy,Canada,2021,58.67,59.33,31.89,79173.51,75103.54,-5.14,-0.82,62.74,44.65,4
4380,Financial Analyst,Finance,USA,2024,67.51,56.1,68.42,92773.1,89266.83,-3.78,-2.52,75.98,71.6,4
4381,Customer Support Rep,Technology,Japan,2021,68.43,60.09,41.72,24515.88,18319.73,-25.27,-9.54,86.2,32.58,2
4382,Financial Analyst,Energy,Germany,2026,53.65,48.02,54.57,68466.12,61377.36,-10.35,-0.16,56.26,82.61,4
4383,Truck Driver,Energy,USA,2024,77.93,78.73,15.88,61951.64,51839.47,-16.32,-1.98,4.25,57.87,1
4384,Data Analyst,Finance,Brazil,2022,35.86,50.91,66.16,14254.54,14416.72,1.14,28.49,80.97,45.88,3
4385,Truck Driver,Retail,Germany,2022,69.54,71.87,20.25,38301.96,34553.16,-9.79,-17.17,2.36,31.81,1
4386,Truck Driver,Energy,Japan,2021,74.36,86.18,19.68,34958.13,33590.14,-3.91,-14.95,4.74,20.83,1
4387,Financial Analyst,Healthcare,UK,2026,78.01,60.85,52.58,60268.93,63279.1,4.99,0.62,82.61,86.84,4
4388,Financial Analyst,Energy,Singapore,2024,45.97,56.17,42.17,45272.22,41288.76,-8.8,-3.88,63.82,68.13,4
4389,Data Analyst,Technology,UK,2023,44.73,48.02,60.44,43779.53,49340.64,12.7,28.58,99.0,74.34,3
4390,HR Manager,Healthcare,Brazil,2020,31.56,18.59,49.27,15112.91,15722.43,4.03,5.8,39.25,17.26,3
4391,Marketing Specialist,Retail,Singapore,2024,48.21,53.12,59.49,45862.03,44664.37,-2.61,16.89,83.54,70.84,3
4392,Software Engineer,Finance,India,2020,14.34,26.92,68.45,18948.56,20597.21,8.7,21.17,90.38,46.8,3
4393,Software Engineer,Healthcare,Japan,2026,18.39,17.13,67.29,68386.51,76206.93,11.44,20.94,88.89,94.13,3
4394,Marketing Specialist,Retail,UK,2024,23.49,61.03,50.18,47792.42,47160.67,-1.32,10.4,70.97,70.12,3
4395,Data Analyst,Manufacturing,India,2024,56.15,51.78,53.11,10461.28,11339.84,8.4,12.11,66.14,67.47,3
4396,Accountant,Retail,Canada,2024,81.86,86.79,14.84,53664.25,50591.09,-5.73,-13.05,64.02,54.45,3
4397,Customer Support Rep,Retail,USA,2020,62.8,65.2,17.83,46922.17,46433.51,-1.04,-13.76,76.98,33.17,2
4398,Teacher,Healthcare,Singapore,2023,15.92,9.35,31.06,48162.33,49728.73,3.25,2.95,31.96,29.22,3
4399,Customer Support Rep,Finance,Canada,2021,71.27,74.53,9.12,48853.57,50047.68,2.44,1.07,64.76,39.69,2
4400,Truck Driver,Energy,Australia,2021,92.15,72.04,0.81,41634.73,38247.74,-8.13,-17.94,5.03,36.08,1
4401,Teacher,Education,Singapore,2025,24.17,10.27,51.53,36377.53,37075.38,1.92,11.19,32.27,30.08,3
4402,Accountant,Retail,Japan,2025,71.48,69.28,26.56,33402.09,31162.48,-6.7,-6.21,83.47,70.11,3
4403,HR Manager,Technology,Brazil,2023,28.73,24.84,39.03,15314.16,15618.09,1.98,-0.64,36.65,29.6,3
4404,Teacher,Healthcare,USA,2026,22.65,9.14,28.17,59714.04,58459.36,-2.1,6.03,32.21,46.26,3
4405,Software Engineer,Retail,Germany,2026,26.48,14.87,81.16,47680.55,47787.0,0.22,29.14,87.37,89.63,3
4406,Customer Support Rep,Transportation,Singapore,2025,62.78,68.95,27.49,22698.36,20960.58,-7.66,-5.15,93.33,87.1,2
4407,Accountant,Retail,Australia,2021,73.65,86.88,49.13,47781.26,48377.53,1.25,-3.64,57.06,33.9,3
4408,Customer Support Rep,Transportation,USA,2022,67.05,66.39,20.57,48586.78,39573.08,-18.55,-2.7,88.41,53.94,2
4409,Software Engineer,Healthcare,Brazil,2021,11.79,13.73,38.05,30699.61,36227.47,18.01,17.89,90.47,54.8,3
4410,Marketing Specialist,Retail,Canada,2026,38.86,32.97,52.45,43239.75,46264.34,6.99,16.21,65.71,85.96,3
4411,Data Analyst,Retail,Brazil,2024,36.29,46.33,77.84,7864.35,8424.21,7.12,30.51,66.47,68.81,3
4412,Mechanical Engineer,Transportation,Canada,2020,20.8,33.28,26.31,69513.06,78638.77,13.13,8.16,39.74,31.0,3
4413,Truck Driver,Retail,Canada,2022,87.8,88.47,5.88,56621.74,51918.16,-8.31,-9.78,2.0,33.95,1
4414,Mechanical Engineer,Energy,Australia,2020,31.8,29.91,42.38,59668.54,60634.93,1.62,16.0,23.81,23.55,3
4415,Teacher,Healthcare,USA,2025,5.06,5.05,43.52,70997.51,72214.35,1.71,5.78,42.35,40.41,3
4416,Customer Support Rep,Transportation,Germany,2023,66.83,66.86,33.46,31712.52,28545.9,-9.99,-4.21,73.37,57.92,2
4417,Mechanical Engineer,Technology,Brazil,2026,41.87,22.4,44.71,28854.52,30967.25,7.32,0.93,23.41,46.62,3
4418,Truck Driver,Energy,Canada,2024,77.71,69.13,24.12,49470.73,50616.45,2.32,-13.7,3.49,56.33,1
4419,Accountant,Manufacturing,Singapore,2021,62.37,75.08,28.56,36059.67,32947.49,-8.63,-1.21,75.28,39.89,3
4420,Software Engineer,Retail,Australia,2024,10.75,8.52,87.3,72480.61,80898.47,11.61,13.36,90.95,86.0,3
4421,Mechanical Engineer,Manufacturing,USA,2020,19.14,7.88,65.56,98380.74,108927.38,10.72,0.04,29.23,22.94,3
4422,Financial Analyst,Healthcare,Japan,2025,65.13,63.14,39.41,50986.52,46855.28,-8.1,-13.32,73.55,67.56,4
4423,Truck Driver,Transportation,USA,2026,93.78,78.74,4.31,45630.56,38489.26,-15.65,-2.42,2.08,85.72,1
4424,Financial Analyst,Technology,India,2026,59.16,62.06,46.97,3167.72,2908.02,-8.2,15.16,70.28,62.88,4
4425,Software Engineer,Healthcare,Singapore,2020,5.06,15.2,55.87,57370.95,54468.32,-5.06,20.34,88.62,72.82,3
4426,Customer Support Rep,Transportation,Brazil,2025,88.48,68.95,43.61,5669.42,5223.19,-7.87,-20.2,85.27,61.42,2
4427,Software Engineer,Technology,USA,2022,12.89,22.81,89.31,73181.54,87721.11,19.87,33.36,89.82,79.52,3
4428,Accountant,Manufacturing,USA,2022,76.77,59.19,14.58,78381.41,70877.52,-9.57,-6.78,70.7,44.78,3
4429,Data Analyst,Technology,Australia,2025,39.18,41.65,64.22,54209.43,55449.34,2.29,16.14,73.58,83.09,3
4430,Truck Driver,Manufacturing,USA,2023,82.39,69.11,23.4,46478.46,40001.76,-13.93,-19.66,10.42,55.94,1
4431,HR Manager,Healthcare,Singapore,2022,41.27,19.65,33.38,57737.36,58758.71,1.77,7.76,61.0,38.23,3
4432,Mechanical Engineer,Technology,Brazil,2025,25.48,14.31,36.74,20508.21,21282.95,3.78,11.25,24.9,51.28,3
4433,Software Engineer,Technology,Brazil,2024,14.44,22.99,75.91,14764.16,15832.05,7.23,6.0,99.0,64.1,3
4434,Data Analyst,Retail,Japan,2025,35.68,37.62,62.92,33164.54,33076.25,-0.27,9.58,96.48,91.76,3
4435,Software Engineer,Finance,Canada,2026,5.14,26.57,85.41,63109.77,66377.52,5.18,20.42,99.0,99.0,3
4436,Financial Analyst,Healthcare,UK,2022,62.97,53.37,74.93,60751.83,57076.01,-6.05,-3.01,82.54,49.79,4
4437,Marketing Specialist,Retail,Brazil,2025,35.19,51.15,73.89,10979.29,10487.85,-4.48,5.31,61.86,65.33,3
4438,Software Engineer,Technology,Singapore,2020,16.05,13.17,24.77,62862.22,74566.11,18.62,37.82,81.17,61.23,3
4439,Mechanical Engineer,Manufacturing,Japan,2022,9.23,34.18,41.43,62314.74,66373.3,6.51,12.46,17.11,35.12,3
4440,HR Manager,Manufacturing,Canada,2024,43.35,33.57,54.2,55748.74,59043.25,5.91,1.14,62.8,37.7,3
4441,Marketing Specialist,Healthcare,Germany,2024,54.32,48.38,48.87,61019.95,67022.31,9.84,15.23,91.19,79.75,3
4442,Software Engineer,Finance,Canada,2022,15.64,12.07,67.24,70911.1,81229.43,14.55,23.72,89.1,74.59,3
4443,Financial Analyst,Energy,Brazil,2023,56.11,65.27,56.37,20815.25,21615.02,3.84,-5.53,66.0,40.47,4
4444,Marketing Specialist,Healthcare,Singapore,2025,43.36,34.3,48.51,36110.29,35871.24,-0.66,9.66,73.83,78.24,3
4445,Software Engineer,Technology,India,2020,8.76,12.13,49.44,20057.56,23258.91,15.96,6.91,71.16,45.55,3
4446,Financial Analyst,Finance,India,2021,49.31,74.89,39.09,12501.65,12033.0,-3.75,-9.6,77.17,27.96,4
4447,Data Analyst,Manufacturing,USA,2025,34.1,42.06,51.49,67017.7,70202.22,4.75,12.31,80.39,85.45,3
4448,Truck Driver,Energy,India,2024,79.59,78.66,1.42,6810.14,6300.08,-7.49,-9.75,5.14,39.94,1
4449,Accountant,Retail,USA,2025,79.46,97.0,46.15,77351.63,63781.06,-17.54,-4.85,59.72,81.17,3
4450,Customer Support Rep,Transportation,UK,2022,58.32,75.7,9.46,38668.6,34354.79,-11.16,-11.77,71.33,54.6,2
4451,Data Analyst,Manufacturing,Brazil,2026,49.62,57.02,54.51,16091.01,17621.64,9.51,10.54,78.49,63.43,3
4452,Data Analyst,Healthcare,Germany,2025,47.38,49.2,51.35,69461.88,71334.83,2.7,18.0,87.79,89.3,3
4453,Marketing Specialist,Retail,UK,2026,54.05,53.41,49.06,45962.7,48892.49,6.37,5.0,72.56,91.1,3
4454,Truck Driver,Energy,Australia,2020,77.06,65.33,20.86,52167.94,47758.74,-8.45,-5.86,6.78,19.96,1
4455,Software Engineer,Finance,Brazil,2025,12.82,3.0,40.46,14128.51,14254.2,0.89,22.83,73.58,72.65,3
4456,Financial Analyst,Healthcare,Brazil,2022,55.88,58.06,41.54,13958.5,13054.87,-6.47,4.02,74.63,39.28,4
4457,Customer Support Rep,Retail,Singapore,2023,67.51,74.32,44.65,27169.38,26575.13,-2.19,-16.01,68.64,63.06,2
4458,Software Engineer,Retail,Australia,2023,20.89,7.2,48.63,59263.63,65948.02,11.28,12.71,85.67,74.43,3
4459,Truck Driver,Retail,Germany,2025,71.0,85.1,15.34,45320.49,40989.38,-9.56,3.31,2.0,64.73,1
4460,Marketing Specialist,Technology,Brazil,2023,32.4,50.99,62.76,11880.97,12519.83,5.38,16.1,53.77,51.68,3
4461,Marketing Specialist,Finance,India,2022,45.71,35.7,44.81,8055.78,9097.53,12.93,3.8,71.6,39.93,3
4462,Financial Analyst,Healthcare,India,2020,65.11,33.82,46.95,11899.69,11247.06,-5.48,-6.16,65.16,25.76,4
4463,Truck Driver,Energy,India,2021,60.64,72.76,15.56,7286.29,6859.91,-5.85,-18.71,9.72,23.76,1
4464,Truck Driver,Energy,Singapore,2024,68.46,80.98,22.93,27676.01,23746.54,-14.2,-17.49,8.14,57.39,1
4465,Data Analyst,Retail,Brazil,2024,20.27,56.21,55.29,12205.57,12437.08,1.9,32.18,95.99,63.18,3
4466,Marketing Specialist,Technology,Japan,2026,44.98,43.4,49.13,40119.88,44578.7,11.11,15.96,80.34,73.46,3
4467,Financial Analyst,Healthcare,USA,2020,51.08,62.04,52.18,59179.61,54048.12,-8.67,-5.58,73.73,34.82,4
4468,Accountant,Healthcare,UK,2021,62.78,73.56,46.67,41007.62,35369.01,-13.75,-4.93,59.18,30.38,3
4469,Financial Analyst,Technology,Brazil,2022,53.05,50.71,28.54,18468.88,18056.98,-2.23,1.79,59.01,33.79,4
4470,Customer Support Rep,Retail,Germany,2022,78.84,74.24,29.05,33662.71,31592.23,-6.15,-16.34,62.4,46.21,2
4471,HR Manager,Manufacturing,Canada,2026,40.97,25.49,58.34,58163.75,61908.16,6.44,17.43,55.15,51.82,3
4472,Customer Support Rep,Finance,Australia,2022,84.33,62.18,32.35,32995.58,34071.5,3.26,-9.48,56.5,46.32,2
4473,HR Manager,Finance,USA,2024,37.45,28.58,48.22,93397.87,94431.42,1.11,-1.47,45.96,53.09,3
4474,Customer Support Rep,Transportation,Japan,2024,79.57,68.06,21.48,30625.83,27931.94,-8.8,-11.53,73.86,75.5,2
4475,Truck Driver,Retail,Japan,2023,77.42,82.59,13.4,30200.6,26295.74,-12.93,-16.63,6.29,42.32,1
4476,Data Analyst,Healthcare,Brazil,2026,59.53,53.45,66.43,16816.59,17297.34,2.86,19.05,81.36,71.33,3
4477,Customer Support Rep,Finance,UK,2026,83.07,57.22,19.86,27363.32,27650.96,1.05,3.76,70.72,93.51,2
4478,Customer Support Rep,Technology,Australia,2020,75.23,75.15,24.42,46360.2,42149.6,-9.08,-15.2,55.26,34.39,2
4479,Teacher,Healthcare,Australia,2024,15.47,5.39,25.58,49117.82,51733.0,5.32,9.11,26.37,29.54,3
4480,Software Engineer,Technology,India,2022,6.66,19.91,24.28,21938.68,21137.91,-3.65,29.02,85.5,52.84,3
4481,Truck Driver,Transportation,Singapore,2022,75.1,82.62,7.1,25732.42,20678.37,-19.64,-11.42,8.38,36.79,1
4482,Marketing Specialist,Technology,Canada,2026,50.75,51.93,45.14,58222.7,62497.73,7.34,10.82,72.2,89.19,3
4483,Teacher,Healthcare,Brazil,2020,18.98,9.68,35.88,4149.12,4178.89,0.72,6.04,30.39,18.33,3
4484,Software Engineer,Healthcare,Japan,2020,13.11,3.0,54.39,67951.61,73227.32,7.76,5.89,77.15,54.76,3
4485,Software Engineer,Technology,Japan,2024,26.85,24.83,69.99,31902.68,35280.87,10.59,13.3,92.7,86.89,3
4486,Accountant,Healthcare,Brazil,2024,81.44,80.0,40.93,11605.34,10827.95,-6.7,-0.44,73.6,50.68,3
4487,Financial Analyst,Technology,Germany,2025,75.24,66.33,52.3,54101.42,47564.62,-12.08,4.1,67.51,76.59,4
4488,Customer Support Rep,Finance,USA,2023,65.15,77.17,27.86,48618.19,45436.58,-6.54,-4.4,77.85,62.51,2
4489,HR Manager,Healthcare,Australia,2021,37.89,11.87,37.62,68907.52,66219.35,-3.9,5.12,69.79,26.23,3
4490,Truck Driver,Retail,Germany,2024,83.38,67.51,20.82,33652.76,26733.42,-20.56,-5.6,2.71,61.56,1
4491,Data Analyst,Finance,India,2022,29.81,33.31,86.86,12521.57,13089.51,4.54,12.27,82.78,57.81,3
4492,Accountant,Finance,Germany,2021,88.93,62.74,35.06,36616.58,35380.17,-3.38,6.38,44.05,28.09,3
4493,Data Analyst,Manufacturing,Singapore,2021,32.44,33.55,60.71,59377.04,61991.49,4.4,28.36,88.12,63.56,3
4494,Software Engineer,Finance,USA,2023,24.97,3.0,48.83,55772.85,63831.49,14.45,15.78,85.03,81.82,3
4495,Financial Analyst,Energy,Singapore,2020,41.57,26.69,26.2,59872.28,52553.85,-12.22,-0.98,77.79,35.57,4
4496,Mechanical Engineer,Energy,Germany,2020,18.72,17.88,39.52,80943.8,84447.21,4.33,7.16,8.17,20.35,3
4497,Customer Support Rep,Technology,Japan,2022,62.86,60.35,29.56,32084.42,30342.1,-5.43,-2.6,80.38,44.5,2
4498,Teacher,Education,India,2020,11.9,15.79,45.21,9250.88,9584.54,3.61,-2.26,22.9,5.07,3
4499,Accountant,Education,Germany,2020,65.07,73.22,19.1,52111.5,49107.03,-5.77,9.26,61.24,28.05,3
4500,HR Manager,Manufacturing,Singapore,2021,39.99,19.48,40.2,62686.45,63458.93,1.23,9.98,70.84,30.68,3
4501,Accountant,Education,Japan,2020,86.39,54.91,47.5,49405.75,46705.73,-5.46,-3.82,59.18,31.64,3
4502,Customer Support Rep,Finance,Germany,2024,78.92,63.22,17.72,29192.73,27547.86,-5.63,-13.73,81.66,64.19,2
4503,Data Analyst,Finance,USA,2022,32.72,46.36,63.2,69299.87,71073.86,2.56,19.26,91.13,72.26,3
4504,Marketing Specialist,Technology,India,2023,43.8,27.13,66.61,10348.98,10952.98,5.84,11.39,83.85,42.14,3
4505,Software Engineer,Retail,India,2021,11.01,20.43,29.75,18807.53,19553.57,3.97,34.53,95.03,50.81,3
4506,Data Analyst,Healthcare,USA,2022,17.47,34.03,53.59,67945.51,68732.75,1.16,20.54,80.42,73.13,3
4507,Teacher,Education,Germany,2023,26.45,3.0,27.93,61440.79,64218.48,4.52,5.41,55.03,26.26,3
4508,Software Engineer,Retail,Japan,2026,6.52,9.81,65.57,46796.96,54143.2,15.7,27.22,83.9,99.0,3
4509,Data Analyst,Finance,Germany,2022,47.38,25.28,31.43,28083.09,28532.07,1.6,13.24,82.58,68.53,3
4510,Truck Driver,Transportation,Japan,2022,78.08,86.99,32.27,37623.52,39729.89,5.6,-23.07,2.0,41.85,1
4511,Financial Analyst,Technology,Brazil,2023,58.71,53.9,27.57,20183.2,18340.9,-9.13,-1.05,60.08,43.73,4
4512,Customer Support Rep,Technology,Brazil,2022,74.77,85.65,22.94,6751.15,5991.47,-11.25,-9.75,61.92,41.7,2
4513,Data Analyst,Finance,UK,2026,44.94,36.07,45.22,60876.78,62591.3,2.82,18.83,73.79,94.53,3
4514,Mechanical Engineer,Technology,Germany,2023,19.08,12.58,28.14,55204.46,58224.0,5.47,14.78,46.92,41.45,3
4515,Customer Support Rep,Retail,Australia,2020,58.29,66.9,14.41,48947.34,42467.34,-13.24,-12.81,77.7,34.46,2
4516,Customer Support Rep,Transportation,UK,2021,66.62,67.6,16.23,34261.98,31941.35,-6.77,-6.26,85.72,36.32,2
4517,Truck Driver,Retail,USA,2020,78.02,89.59,8.74,62636.5,59383.75,-5.19,-21.67,3.23,21.24,1
4518,Accountant,Healthcare,Canada,2026,67.67,58.48,27.46,66513.15,67587.79,1.62,-20.36,47.92,71.15,3
4519,Accountant,Finance,India,2021,75.49,72.02,52.29,7537.6,6735.23,-10.64,-16.13,73.85,26.12,3
4520,Mechanical Engineer,Technology,Germany,2021,18.21,36.36,26.97,62693.32,62369.51,-0.52,4.26,26.02,29.75,3
4521,Marketing Specialist,Healthcare,Brazil,2022,51.42,49.53,46.22,16104.15,16005.75,-0.61,5.81,83.02,37.82,3
4522,Teacher,Education,Japan,2020,14.81,11.49,13.87,37333.35,37285.03,-0.13,10.65,31.95,11.48,3
4523,Mechanical Engineer,Manufacturing,Canada,2023,21.68,28.06,66.39,97527.72,101287.58,3.86,-0.67,24.89,43.32,3
4524,Accountant,Healthcare,India,2021,66.32,76.97,48.69,7064.4,7333.9,3.81,-11.46,75.5,22.76,3
4525,Truck Driver,Retail,Australia,2023,84.61,92.72,10.93,50011.9,48609.5,-2.8,-5.17,3.19,43.99,1
4526,Financial Analyst,Finance,Canada,2023,45.68,63.77,22.18,65502.14,62170.85,-5.09,-1.53,73.5,65.65,4
4527,Data Analyst,Finance,Canada,2023,46.71,44.7,93.69,47304.63,47987.0,1.44,14.46,71.0,72.87,3
4528,Marketing Specialist,Finance,Germany,2020,56.05,39.57,60.96,64449.1,67881.67,5.33,13.87,77.59,34.83,3
4529,Truck Driver,Energy,Australia,2020,70.99,82.32,20.01,63601.9,54923.46,-13.64,-27.05,2.8,20.94,1
4530,Mechanical Engineer,Energy,Japan,2024,30.63,24.18,59.97,43388.66,45515.47,4.9,1.03,28.65,44.05,3
4531,HR Manager,Manufacturing,Australia,2025,14.54,17.75,26.29,57736.16,57413.0,-0.56,5.07,64.83,42.08,3
4532,Mechanical Engineer,Technology,Canada,2024,20.76,27.58,61.75,63437.43,69498.15,9.55,7.92,18.67,50.05,3
4533,Truck Driver,Transportation,UK,2021,79.86,81.5,15.12,37229.86,31331.18,-15.84,-9.23,7.53,29.16,1
4534,Marketing Specialist,Finance,Canada,2024,43.32,50.02,27.75,58381.58,57011.5,-2.35,7.06,79.49,74.31,3
4535,Accountant,Education,Brazil,2024,62.47,70.51,32.18,10845.44,10463.91,-3.52,-4.09,64.15,46.33,3
